,id,created_at,date,time,username,name,tweet,language,mentions,photos,replies_count,retweets_count,likes_count,hashtags,link,retweet,video,reply_to,views_count,sentiment
7980,1.50748e+18,2022-03-26 00:00:17 GTB Standard Time,3/26/2022,0:00:17,osinttechnical,OSINTtechnical,"""on Kyiv, what I would say is it appears that the Russians are, at least the moment, not pursuing a ground offensive towards Kyiv. They are digging in, they are establishing defensive positions, they don't show any signs of being willing to move on Kyiv from the ground.""",en,[],[],4,41,442,[],https://twitter.com/Osinttechnical/status/1507477498145169408,False,0,[],11050,3.222700099708345
7981,1.50748e+18,2022-03-26 00:01:41 GTB Standard Time,3/26/2022,0:01:41,osinttechnical,OSINTtechnical,"""There is a lot of heavy fighting in the Donbas area... they're trying to take Mariupol and then be able to break off north from there, to do that from the south...",en,[],[],2,30,421,[],https://twitter.com/Osinttechnical/status/1507477848268832773,False,0,[],10525,2.102004913819469
7982,1.50748e+18,2022-03-26 00:01:46 GTB Standard Time,3/26/2022,0:01:46,osinttechnical,OSINTtechnical,"...Now, that's why they're frustrated, and frankly, we think that's of a piece of why they had LSTs dropping off supplies in Berdyansk, to try to reinforce their efforts to take Mariupol.""",en,[],[],3,32,443,[],https://twitter.com/Osinttechnical/status/1507477871270539266,False,0,[],11075,3.180879633881417
7983,1.50748e+18,2022-03-26 00:02:49 GTB Standard Time,3/26/2022,0:02:49,osinttechnical,OSINTtechnical,"""So the defensive crouch that they're now taking in Kyiv we think is consistent with their desire now to be more on the offense and to be more aggressive in the east. It's interesting that the bulk of their air activity is really only on Kyiv, Chernihiv...and then the Donbas.""",en,[],[],3,36,412,[],https://twitter.com/Osinttechnical/status/1507478135440355328,False,0,[],10300,1.2017159906198815
7984,1.50748e+18,2022-03-26 00:03:03 GTB Standard Time,3/26/2022,0:03:03,osinttechnical,OSINTtechnical,"""So again, all of that sort of reinforces this idea that, at least for the moment, they don't appear to want to pursue Kyiv as aggressively, or frankly, at all. They are focused on the Donbas.""",en,[],[],5,33,420,[],https://twitter.com/Osinttechnical/status/1507478191962796033,False,0,[],10500,5.061759383872587
7985,1.50748e+18,2022-03-26 00:03:51 GTB Standard Time,3/26/2022,0:03:51,osinttechnical,OSINTtechnical,"""we're seeing the Ukrainians really go now on the offense around Kyiv. That includes to the west of it. So the -- I would just again say the Russians are in a defensive position around Kyiv on the ground.""",en,[],[],3,42,518,[],https://twitter.com/Osinttechnical/status/1507478393926955009,False,0,[],12950,2.268170870527142
7986,1.50748e+18,2022-03-26 00:04:49 GTB Standard Time,3/26/2022,0:04:49,osinttechnical,OSINTtechnical,"""the thing they're running the lowest on are cruise missiles, particularly air-launched cruise missiles. But they still have the majority of their inventory available to them. They still have more than 50 percent...",en,[],[],3,38,463,[],https://twitter.com/Osinttechnical/status/1507478639297929217,False,0,[],11575,3.8207340197918116
7987,1.50748e+18,2022-03-26 00:04:59 GTB Standard Time,3/26/2022,0:04:59,uaweapons,???? Ukraine Weapons Tracker,#Ukraine: A 2S3 Akatsiya SPG was totally destroyed in the vicinity of #Donetsk. It is claimed to be Russian although we cannot verify from this image.  https://t.co/Xis6tmIQe1,en,[],['https://pbs.twimg.com/media/FOuj18FWYAAajQE.jpg'],22,231,2379,"['ukraine', 'donetsk']",https://twitter.com/UAWeapons/status/1507478677906501633,False,1,[],59475,1.5308054940419797
7988,1.50748e+18,2022-03-26 00:06:19 GTB Standard Time,3/26/2022,0:06:19,osinttechnical,OSINTtechnical,"...But that air--launched cruise missiles in particular are the thing that they're the lowest on... we do see signs that they are that their [dwindling stocks] of precision-guided munitions are beginning to be a factor.""",en,[],[],5,35,477,[],https://twitter.com/Osinttechnical/status/1507479014885134338,False,0,[],11925,2.135150600334996
7989,1.50748e+18,2022-03-26 00:07:40 GTB Standard Time,3/26/2022,0:07:40,osinttechnical,OSINTtechnical,"In response to a question that was almost certainly about @oryxspioenkop ""I don't have an assessment of how many tanks the Ukrainians have captured or even proof that they have. I just don't have that level of detail, so I don't even want to guess at that.""",en,"[{'screen_name': 'oryxspioenkop', 'name': 'oryx', 'id': '277587469'}]",[],4,24,385,[],https://twitter.com/Osinttechnical/status/1507479354581962752,False,0,[],9625,0.9939848947234788
7990,1.50748e+18,2022-03-26 00:08:44 GTB Standard Time,3/26/2022,0:08:44,uaweapons,???? Ukraine Weapons Tracker,"#Ukraine: Somewhere in the vicinity of #Chernihiv, Ukrainian forces destroyed a Russian BTR-82A, as well as a Tigr-M IMV which we have already posted earlier today.  https://t.co/VsLW4YrDNG",en,[],"['https://pbs.twimg.com/media/FOukXnTXIAY6WPE.jpg', 'https://pbs.twimg.com/media/FOukYsJXMAEpHVL.jpg', 'https://pbs.twimg.com/media/FOukszHXwAIDpJw.jpg']",25,364,3231,"['ukraine', 'chernihiv']",https://twitter.com/UAWeapons/status/1507479622648463365,False,1,[],80775,3.1906229802654167
7991,1.50748e+18,2022-03-26 00:08:49 GTB Standard Time,3/26/2022,0:08:49,osinttechnical,OSINTtechnical,"@oryxspioenkop ""We think they have experienced failures in some of their missiles, particularly cruise missiles, either failure to actually launch or failure to hit the target... it's hard for us to assess that perfectly, in terms of numbers, but we have ",en,[],[],2,30,399,[],https://twitter.com/Osinttechnical/status/1507479643682705410,False,0,"[{'screen_name': 'oryxspioenkop', 'name': 'Oryx', 'id': '277587469'}]",9975,5.325989919112953
7992,1.50748e+18,2022-03-26 00:09:51 GTB Standard Time,3/26/2022,0:09:51,osinttechnical,OSINTtechnical,"@oryxspioenkop ""Clearly, they [Russia] overestimated their ability to take Kyiv, and frankly, they overestimated their ability to take any population center and they clearly underestimated Ukrainian resistance.""",en,[],[],6,71,570,[],https://twitter.com/Osinttechnical/status/1507479902710165512,False,0,"[{'screen_name': 'oryxspioenkop', 'name': 'Oryx', 'id': '277587469'}]",14250,6.601671741467443
7993,1.50748e+18,2022-03-26 00:10:30 GTB Standard Time,3/26/2022,0:10:30,osinttechnical,OSINTtechnical,"@oryxspioenkop ""So I think it's safe to assume that they -- that they face some intelligence failures of their own. Whether the -- they're now changing their strategic goals or not, I -- I think, is difficult to say.""",en,[],[],1,20,353,[],https://twitter.com/Osinttechnical/status/1507480066179178503,False,0,"[{'screen_name': 'oryxspioenkop', 'name': 'Oryx', 'id': '277587469'}]",8825,1.5210919283482909
7994,1.50748e+18,2022-03-26 00:10:42 GTB Standard Time,3/26/2022,0:10:42,osinttechnical,OSINTtechnical,"@oryxspioenkop ""Again, all we can do is tell you what we're seeing and what -- what we talked about two days ago, a prioritization of the Donbas was confirmed by the Russians themselves today, saying that that was what their priority was going to be.""",en,[],[],4,22,359,[],https://twitter.com/Osinttechnical/status/1507480120424026116,False,0,"[{'screen_name': 'oryxspioenkop', 'name': 'Oryx', 'id': '277587469'}]",8975,3.0800489389824244
7995,1.50748e+18,2022-03-26 00:11:46 GTB Standard Time,3/26/2022,0:11:46,osinttechnical,OSINTtechnical,"@oryxspioenkop ""that would be significant if the Ukrainians were able to take Kherson back. I mean, it is a strategically located city... we talked about its significance on the map there in the south and the opening on the Dnieper River to the Black Sea ",en,[],[],4,30,446,[],https://twitter.com/Osinttechnical/status/1507480385109864450,False,0,"[{'screen_name': 'oryxspioenkop', 'name': 'Oryx', 'id': '277587469'}]",11150,2.375887288874887
7996,1.50748e+18,2022-03-26 00:13:04 GTB Standard Time,3/26/2022,0:13:04,osinttechnical,OSINTtechnical,"@oryxspioenkop ""It would also put at much greater risk, the Russian positions around Mykolaiv. And, again, if they have ground desires on Odessa losing Kherson and... being sandwiched between Ukrainian forces in Kherson and then those in Mykolaiv...",en,[],[],1,21,386,[],https://twitter.com/Osinttechnical/status/1507480715369320450,False,0,"[{'screen_name': 'oryxspioenkop', 'name': 'Oryx', 'id': '277587469'}]",9650,2.015110766242782
7997,1.50748e+18,2022-03-26 00:13:11 GTB Standard Time,3/26/2022,0:13:11,osinttechnical,OSINTtechnical,"@oryxspioenkop ...would make it very, very difficult for them to make any kind of ground movement on Odessa""",en,[],[],1,17,380,[],https://twitter.com/Osinttechnical/status/1507480741659168768,False,0,"[{'screen_name': 'oryxspioenkop', 'name': 'Oryx', 'id': '277587469'}]",9500,2.380354977129622
7998,1.50748e+18,2022-03-26 00:14:13 GTB Standard Time,3/26/2022,0:14:13,osinttechnical,OSINTtechnical,"@oryxspioenkop ""they [Russia] have tried to make up for the fact that they haven't been able to move well on the ground by the increasing use of airstrikes and missile strikes and artillery strikes on population centers... their frustrations are laid bare",en,[],[],3,50,472,[],https://twitter.com/Osinttechnical/status/1507481003501056001,False,0,"[{'screen_name': 'oryxspioenkop', 'name': 'Oryx', 'id': '277587469'}]",11800,5.511785153662449
7999,1.50748e+18,2022-03-26 00:15:34 GTB Standard Time,3/26/2022,0:15:34,osinttechnical,OSINTtechnical,"@oryxspioenkop ""We are continuing to work with other allies and partners who have long range air defense systems that the Ukrainians know how to use, and we're trying to get them there.""",en,[],[],5,32,412,[],https://twitter.com/Osinttechnical/status/1507481343378210817,False,0,"[{'screen_name': 'oryxspioenkop', 'name': 'Oryx', 'id': '277587469'}]",10300,1.3285731795412632
8000,1.50748e+18,2022-03-26 00:16:21 GTB Standard Time,3/26/2022,0:16:21,uaweapons,???? Ukraine Weapons Tracker,#Ukraine: It seems that the ?? on this Russian T-72 Obr 1989 tank also applied to its ability to operate on the Ukrainian Terrain.  https://t.co/b8Jins8zhk,en,[],['https://pbs.twimg.com/media/FOul4xcWYAA_ydh.jpg'],188,937,8309,['ukraine'],https://twitter.com/UAWeapons/status/1507481540086927361,False,1,[],207725,1.0172506725848594
8001,1.50748e+18,2022-03-26 00:16:24 GTB Standard Time,3/26/2022,0:16:24,osinttechnical,OSINTtechnical,"@oryxspioenkop ""On the $800 million package, yes, another flight arrived in the region today... so we have already a couple initial shipments have been sent to the region. I don't know about whether they've actually been prepared for shipment by ground in",en,[],[],2,27,377,[],https://twitter.com/Osinttechnical/status/1507481551843569666,False,0,"[{'screen_name': 'oryxspioenkop', 'name': 'Oryx', 'id': '277587469'}]",9425,2.881702240729709
8003,1.50748e+18,2022-03-26 00:16:44 GTB Standard Time,3/26/2022,0:16:44,osinttechnical,OSINTtechnical,"@oryxspioenkop ""over the next three days, there'll be an additional three flights. And, again, we're prioritizing on these things. It's the kind of material that -- that we know they're using in the fight every day, got Javelins and Stingers and that kind",en,[],[],3,25,402,[],https://twitter.com/Osinttechnical/status/1507481635318607874,False,0,"[{'screen_name': 'oryxspioenkop', 'name': 'Oryx', 'id': '277587469'}]",10050,1.57371258439654
8004,1.50748e+18,2022-03-26 00:17:19 GTB Standard Time,3/26/2022,0:17:19,osinttechnical,OSINTtechnical,"@oryxspioenkop [On the prioritization of Donbas] ""So on the prioritization, I mean this is a relatively new decision by the Russians. We're just seeing them become much more aggressive in the Donbas area.""",en,[],[],9,39,418,[],https://twitter.com/Osinttechnical/status/1507481782333198338,False,0,"[{'screen_name': 'oryxspioenkop', 'name': 'Oryx', 'id': '277587469'}]",10450,2.262608362914334
8006,1.50748e+18,2022-03-26 00:19:51 GTB Standard Time,3/26/2022,0:19:51,osinttechnical,OSINTtechnical,On the 85-90% available combat power claim-   really was too long to put into a tweet so I'm putting the full excerpt.  https://t.co/WFlglPlY23,en,[],['https://pbs.twimg.com/media/FOunJcnWYAEPtOh.png'],12,35,410,[],https://twitter.com/Osinttechnical/status/1507482420479766531,False,1,[],10250,1.7026201853859566
8007,1.50748e+18,2022-03-26 00:22:31 GTB Standard Time,3/26/2022,0:22:31,osinttechnical,OSINTtechnical,"""It's a range, and the ranges I've seen in the press anywhere from 20 to 60 percent. I would not push back on that... it's a range and it varies, you know, nearly from day to day. But we have seen... they have experienced a significant amount of failure in their missiles.""",en,[],[],2,24,380,[],https://twitter.com/Osinttechnical/status/1507483093313200129,False,0,[],9500,2.589653549674844
8009,1.50748e+18,2022-03-26 00:25:02 GTB Standard Time,3/26/2022,0:25:02,osinttechnical,OSINTtechnical,"[on generals killed] ""Can't confirm the numbers that have been reported out there by either side, except to say... it's not surprising to us to see that there are generals on the battlefield, given the way they man and organize themselves and that they don't delegate very well.""",en,[],[],10,58,611,[],https://twitter.com/Osinttechnical/status/1507483725038329861,False,0,[],15275,2.949982166661162
8010,1.50748e+18,2022-03-26 00:25:22 GTB Standard Time,3/26/2022,0:25:22,osinttechnical,OSINTtechnical,"""They don't have -- they do not invest a lot of responsibility in their junior officer corps, and they don't have a non-commissioned officer corps to speak of the way we do, so there's not a lot of battlefield initiative.""",en,[],[],5,59,617,[],https://twitter.com/Osinttechnical/status/1507483808899256320,False,0,[],15425,4.1906092897221034
8011,1.50748e+18,2022-03-26 00:25:48 GTB Standard Time,3/26/2022,0:25:48,osinttechnical,OSINTtechnical,"""And not to mention, they're suffering -- continue to suffer from significant command-and-control problems that -- both in terms of an individual leader's ability to command his troops in the field, but also the ability of commanders to speak to one another.""",en,[],[],14,43,660,[],https://twitter.com/Osinttechnical/status/1507483919272366083,False,0,[],16500,4.050882708778859
8012,1.50748e+18,2022-03-26 00:26:02 GTB Standard Time,3/26/2022,0:26:02,osinttechnical,OSINTtechnical,Full transcript  https://t.co/6b5Bw034XC,en,[],[],17,70,404,[],https://twitter.com/Osinttechnical/status/1507483975538941953,False,0,[],10100,1.0115859701156271
8018,1.50749e+18,2022-03-26 00:42:00 GTB Standard Time,3/26/2022,0:42:00,hannaliubakova,Hanna Liubakova,"#Ukraine In Kyiv, these banners appeared with appeals to Russians. Dont kill because of Putin, one of them says  https://t.co/B9TenbWU8q",en,[],"['https://pbs.twimg.com/media/FOusVqTX0AMTNGV.jpg', 'https://pbs.twimg.com/media/FOusVqTWUAIN6vX.jpg', 'https://pbs.twimg.com/media/FOusVrEXMAYUI5b.jpg', 'https://pbs.twimg.com/media/FOusVq-XwAIFsVU.jpg']",27,413,1400,['ukraine'],https://twitter.com/HannaLiubakova/status/1507487996068741122,False,1,[],35000,1.6047875402371627
8019,1.50749e+18,2022-03-26 00:47:18 GTB Standard Time,3/26/2022,0:47:18,hannaliubakova,Hanna Liubakova,"These bunch of people keeps thinking about what else they can ban in #Belarus. Most recently, the Belarusian regime started to discuss how to ban @YouTube and other social media. Their dream is to keep our country in darkness. This wont happen. We are more creative than they are  https://t.co/XPoBwpGfCQ",en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://pbs.twimg.com/media/FOutjYeXoAAdzYq.jpg'],68,385,2018,['belarus'],https://twitter.com/HannaLiubakova/status/1507489329144340483,False,1,[],50450,3.48213812012662
8022,1.50749e+18,2022-03-26 00:51:21 GTB Standard Time,3/26/2022,0:51:21,hannaliubakova,Hanna Liubakova,"#Belarus Police checked the phones of people, stopped even cyclists. Some of them were detained. This is perhaps due to the regimes fear of protests. On our Freedom Day, we always had them. Now any street activity is banned,people are tortured and face harsh sentences  https://t.co/aVYlUFJqaJ",en,[],[],22,244,634,['belarus'],https://twitter.com/HannaLiubakova/status/1507490347747790851,False,1,[],15850,4.142639556470675
8023,1.50749e+18,2022-03-26 00:56:46 GTB Standard Time,3/26/2022,0:56:46,hannaliubakova,Hanna Liubakova,#Belarus People have launched fireworks today to celebrate our Freedom Day. This is how they also show that many of them have not given up  https://t.co/xuDSCArmVS,en,[],[],18,120,766,['belarus'],https://twitter.com/HannaLiubakova/status/1507491713060855809,False,1,[],19150,4.100051648320659
8025,1.5075e+18,2022-03-26 01:40:24 GTB Standard Time,3/26/2022,1:40:24,kylejglen,Kyle Glen,Seem that the Jeddah F1 race will be continuing this weekend in Jeddah despite some protests from drivers after a Houthi missile attack in the city.,en,[],[],2,2,20,[],https://twitter.com/KyleJGlen/status/1507502690150014980,False,0,[],500,1.4940644351223444
8027,1.50771e+18,2022-03-26 15:06:00 GTB Standard Time,3/26/2022,15:06:00,uaweapons,???? Ukraine Weapons Tracker,"#Ukraine: A Russian position (Appears to be 1-2 vehicles, although ID is impossible) is struck by Ukrainian artillery fire, destroying them.   Via @brokenpixelua.  https://t.co/AeZivaRTEt",en,"[{'screen_name': 'brokenpixelua', 'name': 'volodymyr demchenko', 'id': '1498882455864057856'}]",[],29,371,2541,['ukraine'],https://twitter.com/UAWeapons/status/1507705429924761600,False,1,[],63525,1.6291421815433074
8028,1.50771e+18,2022-03-26 15:14:44 GTB Standard Time,3/26/2022,15:14:44,uaweapons,???? Ukraine Weapons Tracker,#Ukraine: A modern and potent Russian 1L261 radar vehicle from the 1L260 Zoopark-1M counter-battery radar complex was captured by UA forces - the radar is capable to detect a 152-155mm artillery shell at a range of 23 kilometers.  This system only began service with RF in 2013.  https://t.co/pDyFxfhXxj,en,[],"['https://pbs.twimg.com/media/FOx0DkIXIAQliTJ.jpg', 'https://pbs.twimg.com/media/FOx0ELPWQAAXAIb.jpg']",116,1368,8466,['ukraine'],https://twitter.com/UAWeapons/status/1507707625768685570,False,1,[],211650,9.48044115332857
8029,1.50771e+18,2022-03-26 15:24:45 GTB Standard Time,3/26/2022,15:24:45,uaweapons,???? Ukraine Weapons Tracker,"#Ukraine: Another Russian Tigr(-M) IMV was destroyed by Ukrainian Special Forces, likely during a night raid.  https://t.co/NoApvhDI91",en,[],[],52,555,4373,['ukraine'],https://twitter.com/UAWeapons/status/1507710146587369475,False,1,[],109325,0.1540972811067125
8030,1.50771e+18,2022-03-26 15:28:45 GTB Standard Time,3/26/2022,15:28:45,uaweapons,???? Ukraine Weapons Tracker,"#Ukraine: Ukrainian Indirect fire struck near a likely Russian tank somewhere in the South, with external fuel tanks exploding. However, we cannot determine the true extent of the damage to the vehicle.  https://t.co/t2Cy4o1EPv",en,[],[],38,362,3203,['ukraine'],https://twitter.com/UAWeapons/status/1507711151689375750,False,1,[],80075,2.340581133083523
8034,1.50774e+18,2022-03-26 17:15:36 GTB Standard Time,3/26/2022,17:15:36,osinttechnical,OSINTtechnical,"Trostyanets, captured Russian equipment including a 2S19 MSTA  https://t.co/YDpjLT84bn",en,[],"['https://pbs.twimg.com/media/FOyPwqgWYBQGOlt.jpg', 'https://pbs.twimg.com/media/FOyPwqgWQAwgtXx.jpg', 'https://pbs.twimg.com/media/FOyPwqgXsAAPiuD.jpg', 'https://pbs.twimg.com/media/FOyPwqfWYAgFfiI.jpg']",18,216,2168,[],https://twitter.com/Osinttechnical/status/1507738044694208521,False,1,[],54200,2.4345959025721933
8035,1.50774e+18,2022-03-26 17:15:38 GTB Standard Time,3/26/2022,17:15:38,osinttechnical,OSINTtechnical,"Location (50.4810105, 34.9661109)  https://t.co/27laTsDZoO",en,[],['https://pbs.twimg.com/media/FOyPw9FXsAQFgcp.jpg'],7,25,352,[],https://twitter.com/Osinttechnical/status/1507738049337298948,False,1,[],8800,6.212466837947266
8037,1.50774e+18,2022-03-26 17:21:33 GTB Standard Time,3/26/2022,17:21:33,hannaliubakova,Hanna Liubakova,"#Belarus The new era of our country begins. The government announced the discovery of oil reserves in the Homiel region and rushed to show it on TV. The evil West, we are not afraid of your sanctions!  https://t.co/BpyWXwvLkJ",en,[],[],40,29,154,['belarus'],https://twitter.com/HannaLiubakova/status/1507739540739481610,False,1,[],3850,4.785641827265411
8038,1.50774e+18,2022-03-26 17:24:02 GTB Standard Time,3/26/2022,17:24:02,uaweapons,???? Ukraine Weapons Tracker,"#Ukraine: The Ukrainian forces attacked positions of the Russian army in Trostianets, #Sumy Oblast - two Russian Msta-S 152mm self-propelled howitzers, two supply trucks and a BMP-2 IFV were destroyed. A single Msta-S was captured too.  https://t.co/QPTXUs8a2E",en,[],"['https://pbs.twimg.com/media/FOyRcyNXwAQVkwj.png', 'https://pbs.twimg.com/media/FOyRdtoXoAclj7S.png', 'https://pbs.twimg.com/media/FOyRekyXwAoTXQs.png', 'https://pbs.twimg.com/media/FOyRfhaXIAMhJcl.png']",51,600,4720,"['ukraine', 'sumy']",https://twitter.com/UAWeapons/status/1507740164512174088,False,1,[],118000,3.7519231935405033
8039,1.50774e+18,2022-03-26 17:24:10 GTB Standard Time,3/26/2022,17:24:10,osinttechnical,OSINTtechnical,The Ukrainians taking back a portion of Trostyanets is certainly something.  https://t.co/Cjq2aqiOwl,en,[],['https://pbs.twimg.com/media/FOyRuBZWUAYpPCr.jpg'],10,234,1670,[],https://twitter.com/Osinttechnical/status/1507740198272180231,False,1,[],41750,0.1770694176720342
8042,1.50774e+18,2022-03-26 17:26:59 GTB Standard Time,3/26/2022,17:26:59,osinttechnical,OSINTtechnical,They crossed the river and made it at least back to the  main railway station  https://t.co/TKV16bdYyq,en,[],['https://pbs.twimg.com/media/FOyRyn8X0AEXCjE.jpg'],5,76,677,[],https://twitter.com/Osinttechnical/status/1507740906333614085,False,1,[],16925,0.33862305830008266
8043,1.50774e+18,2022-03-26 17:28:06 GTB Standard Time,3/26/2022,17:28:06,osinttechnical,OSINTtechnical,This was the same area 2 weeks ago  https://t.co/ySvqYYSaJX,en,[],[],4,66,443,[],https://twitter.com/Osinttechnical/status/1507741188572463106,False,0,[],11075,-0.0340038094234124
8044,1.50774e+18,2022-03-26 17:28:30 GTB Standard Time,3/26/2022,17:28:30,liveuamap,Liveuamap,"Mayor of Lviv Sadoviy: we have missile hit in L'viv, waiting more information from military administration  https://t.co/U9Qyj91FHr via @UKRINFORM #Ukraine",en,"[{'screen_name': 'ukrinform', 'name': 'ukrinform', 'id': '167317309'}]",[],3,85,141,['ukraine'],https://twitter.com/Liveuamap/status/1507741290615783429,False,0,[],3525,0.041918577436639515
8045,1.50774e+18,2022-03-26 17:32:43 GTB Standard Time,3/26/2022,17:32:43,hannaliubakova,Hanna Liubakova,#Ukraine Lviv right now. Russian forces carried out missile strikes  https://t.co/ZR3AEX57TO,en,[],[],53,228,498,['ukraine'],https://twitter.com/HannaLiubakova/status/1507742351460024328,False,1,[],12450,0.3221278488919388
8046,1.50774e+18,2022-03-26 17:35:30 GTB Standard Time,3/26/2022,17:35:30,liveuamap,Liveuamap,"2 civilians wounded in Slavutich, one in bad condition  https://t.co/HD8gWEcwhz  #Ukraine",en,[],[],0,21,67,['ukraine'],https://twitter.com/Liveuamap/status/1507743050470146050,False,0,[],1675,0.7450615390423778
8047,1.50774e+18,2022-03-26 17:38:42 GTB Standard Time,3/26/2022,17:38:42,osinttechnical,OSINTtechnical,"Reportedly Dzhankoy, Russian troop transports  https://t.co/0KXTH6Dip1",en,[],"['https://pbs.twimg.com/media/FOyVC2RX0AgL9qm.jpg', 'https://pbs.twimg.com/media/FOyVC2RWQAYIv-h.jpg']",329,776,4704,[],https://twitter.com/Osinttechnical/status/1507743854597971973,False,1,[],117600,2.559771146999191
8049,1.50774e+18,2022-03-26 17:42:17 GTB Standard Time,3/26/2022,17:42:17,osinttechnical,OSINTtechnical,"These guys may be irregulars with steel pot helmets, but theyre wearing Russian pattern camouflage.  https://t.co/8aypD5KfrA",en,[],['https://pbs.twimg.com/media/FOyV3VYXIAAw7oG.jpg'],54,126,1327,[],https://twitter.com/Osinttechnical/status/1507744756130099202,False,1,[],33175,1.144021395836172
8050,1.50775e+18,2022-03-26 17:45:03 GTB Standard Time,3/26/2022,17:45:03,hannaliubakova,Hanna Liubakova,"In Melitopol, military equipment with flags of North Ossetia appeared. Earlier, the head of North Ossetia said he was sending troops to #Ukraine.  https://t.co/vkpuZVpTbP",en,[],[],52,190,375,['ukraine'],https://twitter.com/HannaLiubakova/status/1507745452938211331,False,1,[],9375,-0.9394375316921632
8052,1.50775e+18,2022-03-26 17:48:17 GTB Standard Time,3/26/2022,17:48:17,osinttechnical,OSINTtechnical,Possible end result in Lviv  https://t.co/O9ovKbnFn4,en,[],['https://pbs.twimg.com/media/FOyXPVdXoAss88Z.jpg'],11,77,360,[],https://twitter.com/Osinttechnical/status/1507746268331786253,False,1,[],9000,0.1592531265906591
8054,1.50775e+18,2022-03-26 17:48:37 GTB Standard Time,3/26/2022,17:48:37,liveuamap,Liveuamap,Lviv(17:47). Red Alert: aerial threat continues. Sirens sounding. Stay in shelters!  https://t.co/M4rJu7YVTW  #Ukraine,en,[],[],1,29,65,['ukraine'],https://twitter.com/Liveuamap/status/1507746353258156038,False,0,[],1625,1.6158504123230824
8056,1.50775e+18,2022-03-26 17:54:43 GTB Standard Time,3/26/2022,17:54:43,hannaliubakova,Hanna Liubakova,"#Ukraine Zmitser Apanasovich, a Belarusian volunteer from Kalinouski's battalion, killed in battle near Irpen. He was 32 years old. This is the third Belarusian who died defending Ukraine. #Belarus  https://t.co/lwskt8GMHh",en,[],['https://pbs.twimg.com/media/FOyYtINXoAMSvBy.jpg'],882,3705,24395,"['ukraine', 'belarus']",https://twitter.com/HannaLiubakova/status/1507747888566358021,False,1,[],609875,3.7645485745625176
8057,1.50775e+18,2022-03-26 18:00:07 GTB Standard Time,3/26/2022,18:00:07,thestudyofwar,ISW,The absence of significant Russian offensive operations throughout most of Ukraine likely reflects the inability of the Russian military to generate sufficient combat power to attack rather than any decision in Moscow to change Russias war aims.   https://t.co/4iJYuyVqjx,en,[],[],19,151,429,[],https://twitter.com/TheStudyofWar/status/1507749247252418577,False,0,[],10725,3.364450383430885
8058,1.50775e+18,2022-03-26 18:01:47 GTB Standard Time,3/26/2022,18:01:47,liveuamap,Liveuamap,The Ukrainian Armed Forces repulsed the attack on Irpin from three directions - Mayor  https://t.co/iViKCRNRHG  #Ukraine,en,[],[],7,88,326,['ukraine'],https://twitter.com/Liveuamap/status/1507749667005779973,False,0,[],8150,0.8462310367601098
8060,1.50775e+18,2022-03-26 18:09:49 GTB Standard Time,3/26/2022,18:09:49,hannaliubakova,Hanna Liubakova,"#Ukraine This is absolutely painful to watch and listen. Two shells hit the house where this woman was. With the first shell, her fingers were blown off. With the second one, her leg was blown off.  https://t.co/JIBFONtMZ2",en,[],[],30,247,473,['ukraine'],https://twitter.com/HannaLiubakova/status/1507751687179714561,False,1,[],11825,0.9517505950056899
8061,1.50776e+18,2022-03-26 18:23:21 GTB Standard Time,3/26/2022,18:23:21,hannaliubakova,Hanna Liubakova,"#Ukraine My friend in Lviv sent me these photos of various banners and posters related to the war in the city. Ukrainians are incredibly creative, courageous and resilient. Their sense of self-respect, dignity and patriotism is something that keeps this nation going. They won  https://t.co/hKZ3hZLzwq",en,[],"['https://pbs.twimg.com/media/FOyfPhvXsA8uf87.jpg', 'https://pbs.twimg.com/media/FOyfPhoXoAIDW-I.jpg', 'https://pbs.twimg.com/media/FOyfPkVXwAAUtTI.jpg', 'https://pbs.twimg.com/media/FOyfPkUWYAsmtOb.jpg']",24,92,446,['ukraine'],https://twitter.com/HannaLiubakova/status/1507755093755674632,False,1,[],11150,1.8880871667015164
8063,1.50776e+18,2022-03-26 18:42:14 GTB Standard Time,3/26/2022,18:42:14,uaweapons,???? Ukraine Weapons Tracker,"#Ukraine: The 25th Airborne Brigade of the Ukrainian Army claimed to strike a Russian BMP. As you can see, an ATGM is used, most likely the Javelin.  https://t.co/nG31okqJjH",en,[],[],109,633,5214,['ukraine'],https://twitter.com/UAWeapons/status/1507759843213561859,False,1,[],130350,1.7363770324128243
8064,1.50776e+18,2022-03-26 18:42:36 GTB Standard Time,3/26/2022,18:42:36,liveuamap,Liveuamap,"As a result of the shelling in Lviv, one of the industrial facilities where fuel is stored is on fire, - mayor Sadovy  https://t.co/aIgf88tJyU  #Ukraine",en,[],[],6,59,140,['ukraine'],https://twitter.com/Liveuamap/status/1507759935580516359,False,0,[],3500,2.4876916976061314
